timestamp,pos_x,pos_y,pos_z
1767952739.119162,6.782890859039203,-0.12785038909848984,-2.6301015347975647
1767952739.1631682,6.776364575020621,-0.13878989130746278,-2.6304394308364087
1767952739.2130203,6.782146936498972,-0.13981645571014012,-2.630890518788069
1767952739.2630632,6.747517409520535,-0.12689022828388252,-2.856741714862791
1767952739.3169186,6.754943177618661,-0.15966050891354955,-2.858494568256346
1767952739.3638058,6.612729838290513,-0.11594667776880418,-3.4747414943535366
1767952739.4128978,6.622084365278047,-0.16072512084368984,-3.477430379088644
1767952739.4629352,6.51366592907481,-0.11986904320913383,-3.768448045137302
1767952739.5178156,6.528137775558844,-0.17047733865408243,-3.7725967668322484
1767952739.5630944,6.534256950226494,-0.13770299759194438,-3.690347423371348
1767952739.6130586,6.561867067356736,-0.18788605434795624,-3.6907510660257667
1767952739.6629405,6.607196275302753,-0.16948489714335302,-3.440260340000311
1767952739.720084,6.6385257713661145,-0.20302134951228534,-3.4379657995950375
1767952739.7631946,6.65248618585674,-0.17278768854774207,-3.235285574138668
1767952739.8131077,6.695464400917374,-0.200404625652982,-3.233869844615963
1767952739.8629897,6.675075640386055,-0.18035692672521864,-3.124559103282462
1767952739.9182055,6.715418595182617,-0.19587202929328296,-3.1267928469500643
1767952739.9629812,6.674222437756702,-0.16775181032801767,-3.091401980547532
1767952740.0131917,6.72588767146309,-0.1807028745230067,-3.090973065523728
1767952740.063312,6.67744107339043,-0.1713816905201888,-3.074559168915428
1767952740.1168318,6.7250905543144,-0.1799645158169093,-3.0725040007635727
1767952740.1630604,6.676264178158382,-0.16794063847125607,-3.043269801831534
1767952740.2129786,6.734551715261576,-0.17551637598807834,-3.04197852680712
1767952740.2630458,6.683973171302639,-0.17024204403801302,-3.00816718988282
1767952740.3169155,6.744293631692325,-0.17400093543905149,-3.010245246218269
1767952740.363062,6.682483691289576,-0.15694320824327518,-2.9839036286949803
1767952740.413166,6.745143565092576,-0.16060509376023546,-2.9832019628166844
1767952740.4629228,6.690653173430063,-0.15474922657081586,-2.9445380600681648
1767952740.5167038,6.74595607395769,-0.15870624843700215,-2.9419135483494148
1767952740.5630167,6.688011696343403,-0.15223649594053307,-2.9218061935188047
1767952740.6130018,6.753995925944832,-0.157178192478717,-2.9198359023811093
1767952740.663116,6.6945478069592825,-0.14882137827171055,-2.90495930416725
1767952740.716808,6.761918618623362,-0.15162089956893604,-2.9060352872147353
1767952740.7629542,6.691939924795107,-0.1436476550019522,-2.8883392980682734
1767952740.8129053,6.760241153270574,-0.14844927485771137,-2.886794107257116
1767952740.8630347,6.698650801578165,-0.14159054061836684,-2.876119676513616
1767952740.916524,6.758141441163898,-0.1454938925398217,-2.8731067809295094
1767952740.96297,6.696196387175587,-0.1386768645135098,-2.860454146405856
1767952741.0134397,6.766407411165155,-0.14320173932132396,-2.858143870374362
1767952741.0630956,6.704769523446151,-0.1353281225751531,-2.8417403708474405
1767952741.1175284,6.76547254269443,-0.13841112687013069,-2.842525483228422
1767952741.1629765,6.711838999351655,-0.12317530285845602,-2.8318712828661035
1767952741.212991,6.7729226815993515,-0.12758965444944803,-2.830454838087661
1767952741.2630181,6.71046351120991,-0.12059796021571229,-2.8262038626655075
1767952741.3169918,6.772032415743068,-0.12410327949065575,-2.8235583701117966
1767952741.3629782,6.708255383921612,-0.11651520485470718,-2.8172590445386456
1767952741.413182,6.7800461868410125,-0.12100287942928611,-2.8154229830609845
1767952741.463385,6.7152546138563265,-0.11425842464945835,-2.813790365216314
1767952741.5164273,6.7865917084752265,-0.11958755544550154,-2.8152747592898004
1767952741.5630014,6.710564389842168,-0.10427052384657914,-2.809939383847548
1767952741.6129591,6.782434951718593,-0.10930118916685433,-2.8091208928654923
1767952741.663181,6.719090643866277,-0.10214356357784993,-2.801642281756084
1767952741.7164624,6.781101712847039,-0.10604843017422005,-2.79939828608958
1767952741.7629561,6.716404421151644,-0.09947559486036262,-2.796829137914197
1767952741.8131714,6.788745533053159,-0.10341356081259512,-2.795335445516126
1767952741.8631935,6.72237456098418,-0.10224670942367287,-2.789228857329695
1767952741.9167025,6.7942451595268825,-0.1058166536174554,-2.790450275710432
1767952741.9629571,6.720776842123252,-0.0916745095789297,-2.7812105476352778
1767952742.0129836,6.793047719747694,-0.0961036478703407,-2.77971327895852
1767952742.0632231,6.7283361070484435,-0.09006334005958266,-2.7742010905293477
1767952742.1164818,6.79057086020205,-0.09390533649128469,-2.7717947318104756
1767952742.162972,6.7243888896006165,-0.08737234550807449,-2.7700096414757267
1767952742.2129076,6.796694481340531,-0.09117090682501344,-2.768308524913837
1767952742.2629967,6.73180330419895,-0.08528655346481612,-2.764037851984344
1767952742.3171988,6.803086822963296,-0.08973799807037819,-2.7650973841498714
1767952742.3629339,6.727472805761604,-0.07715724156640547,-2.762927462500419
1767952742.413169,6.799362954052687,-0.08218527361796724,-2.762135674399223
1767952742.4633117,6.734588484431678,-0.07641206392410654,-2.7567305636677375
1767952742.5168724,6.807096351452773,-0.0805789460127875,-2.754207856682264
1767952742.562923,6.732446628591033,-0.07411906245893263,-2.746287377669537
