timestamp,pos_x,pos_y,pos_z
1767952742.612938,6.804356846962458,-0.07788997577594675,-2.7449646313926817
1767952742.663153,6.736631068176865,-0.06622181364723556,-2.7445222011962622
1767952742.717301,6.797444147885934,-0.06895978123789098,-2.7485085598388403
1767952742.7632902,6.674614233792989,-0.057552092539383815,-2.913447931852141
1767952742.813235,6.753781210828217,-0.060175147793028655,-2.947698429670134
1767952742.862949,6.586821618478199,-0.04671286677945791,-3.069347909037085
1767952742.916953,6.669164050966373,-0.05091879336979069,-3.119894078318091
1767952742.9635067,6.56563499814874,-0.04342458249510309,-3.1526191625094264
1767952743.0133593,6.677233008033705,-0.050269403570359666,-3.224292555758938
1767952743.0631793,6.617629923896404,-0.04194530251435738,-3.145869252614313
1767952743.1169736,6.720544986817991,-0.047772415328105555,-3.212590215138727
1767952743.1632237,6.656484133992984,-0.040314028876353505,-3.1014434838618943
1767952743.2129886,6.770888468009993,-0.04675803223433668,-3.1674298787440964
1767952743.263005,6.70138893971701,-0.035996571861415985,-3.0747528829164814
1767952743.3172646,6.823840982368638,-0.04253669020855874,-3.1357479848451923
1767952743.3629224,6.717813253523686,-0.034376577193254376,-3.0273744509231504
1767952743.4129581,6.844681949198455,-0.04029827944113813,-3.080638353587335
1767952743.463003,6.7467168318561015,-0.02662153557840606,-3.026023850080243
1767952743.5170696,6.875408422214424,-0.030670777214552705,-3.0720097871987733
1767952743.5629575,6.748240493163996,-0.016782512982692722,-3.0136785682316787
1767952743.6129858,6.881376800380039,-0.021428185565974613,-3.0447127994175918
1767952743.6633048,6.7540153917310635,-0.02272073364876959,-3.0426093373629612
1767952743.7171123,6.8916046775581545,-0.0276825878876263,-3.058139923605637
1767952743.763253,6.743031490469701,-0.03840046575398613,-3.084672388820757
1767952743.8132162,6.883651627141745,-0.04361422232605523,-3.0871676776696337
